"title","category"
"Implementation of small-scale solutions within a newly established process development laboratory for supporting commercial scale Biopharmaceutical manufacturing operations","Engineering"
"Characterising the proteogenome of Circulating Tumour Cells [CTCs]","Biology"
"SFI Fellowship","Others"
"Bioactive Drug Incorporation into 3D Bioprinted Scaffolds for Oncological Application","Technology"
"Investigate Self-Diagnosing and Self-Configuring Techniques to Predict and Prevent Network Faults","Technology"
"Autonomous Transport in Ireland - the countdown begins!","Others"
"Potential of Biohybrid Solar Reactors for CO2 Valorisation (BSR-CO2VAL),","Others"
"Microgeneration Smart Grids  Zero-Emission Networks","Technology"
"Renewable Gas: Prospects, Challenges and Outlook for Vision and Deployment in Ireland","Others"
"Irelands Future Hydrogen Economy","Others"
"IPIC_Phase 2","Others"
"EPSRC-SFI: Solving Spins and Strings","Physics"
"EPSRC-SFI Centre for Doctoral Training in Energy Resilience and the Built Environment","Education"
"EPSRC-SFI Centre for Doctoral Training in Transformative Pharmaceutical Technologies","Education"
"CD39/HGF Modified CD362+Stromal Cell Therapy for Ischemic Muscle Injury","Biology"
"Catalytic Asymmetric Synthesis of Cyclopentanones and Application to the Synthesis of Prostaglandin Pharmaceuticals","Chemistry"
"A novel approach for designing sustainable and smart precast concrete elements","Engineering"
"Characterisation of immunity and inflammatory profiles of different Bacillus probiotic strains in human intestinal epithelial cell lines","Biology"
"The variance of air quality parameters after mechanical interventions of prototype climate control system","Engineering"
"Achieving Nearly Zero Energy Building (NZEB) standards by deep retrofitting existing buildings.","Others"
"Material characterisation and loading analysis for the Ampyx Power airborne wind energy system","Technology"
"Infrared spectroscopy analysis of milk as a low-cost solution to identify efficient and profitable dairy cows","Physics"
"Blended Autonomy Vehicles","Others"
"Precision Oncology Ireland","Others"
"Study of queuosine salvage and function in eukaryotes; a forgotten micronutrient","Technology"
"SFI Fellowship","Others"
"FutureNeuro","Biology"
"SFI Fellowship","Others"
"Mapping the miRNA atlas of CF airway epithelial cells using patient derived gene-edited iPSC","Biology"
"C-MINUS Technology Workshop","Technology"
"Scalable, Privacy-Enhanced Analytics for the Sharing Economy","Others"
"Looking into time- how abiotic stress impacts barley production and malting quality","Others"
"Validation of novel class PERK inhibitors for the treatment of cancer","Others"
"Development of novel sealing methods for high pressure aerospace valve assemblies","Technology"
"Validation of the Clinical Relevance of the OncoMasTR Assay in Prostate Cancer","Biology"
"Identification of a predictive electrophysiological model of cognitive function in amnesic mild cognitive impairment.","Technology"
"Dynamic Atomic Interface Characterisation for Improved Performance of Electrical and Magnetic Devices","Engineering"
"Assessment of mineralization styles in the Thinly Bedded Units at Navan deposit: From textural and chemical evolution to its application as a vectoring tool for exploration of Irish-type Zn-Pb deposits","Chemistry"
"Fats, oils and solids pre-Treatment in a Low-cost Approach for Resource Recovery (FOTLA-RR)","Others"
"SpeedDemon: Quantum speed limits in thermodynamic processes and coherent control","Engineering"
"Engineering deterministic electron correlations and topological states in site - controlled III-V quantum droplets","Engineering"
"Retrofitting small-scale, high-impact, modular innovations for next-generation transmission electron microscopy (short name: RetroTEM)","Biology"
"A Soft Robotics Approach to Reduce the Foreign Body Response to Medical Implants","Biology"
"SFI Fellowship","Others"
"SSPC Phase 2","Others"
"EPSRC-SFI: Emergent Magnetism and Spin Interactions in Metallo-Molecular Interfaces","Chemistry"
"INSIGHT Phase 2","Others"
"FRAILMatics: Mathematical research and big data analytics towards the development of the next generation of transdisciplinary diagnostics for the assessment of physiological vulnerability in older adults: challenge-based disruptive technology initiative","Technology"
"Discovering non-protein-coding vulnerabilities in lung cancer with CRISPR-Cas9","Biology"
"Data analytics and machine learning in Space Science","Technology"
"Metamaterial Quantum Nanophotonics","Physics"
"Flexible Nano-Thermoelectrics for Body Energy Harvesting","Others"
"ADAPT","Others"
"SFI Fellowship","Others"
"SFI Fellowship","Others"
"SFI Fellowship","Others"
"Centralised EPE Support to the SFI Research Centres Programme","Technology"
"Centralised Communications Support to the SFI Research Centres Programme","Technology"
"The role of the respiratory microbiome in licensing pathogenic Th17 cells to access the CNS and mediate inflammatory demyelination","Biology"
"Real?time imaging of nanoscale biological processes via plasmonically enabled nanopixel arrays","Engineering"
"A novel Hydrogel to treat and cure Persistent Post-Operative Pain","Others"
"Efficacy of a next-generation strength exercise training device for older adults","Engineering"
"Ultra-precision Multi-functional Freeform Manufacturing Infrastructure for Innovative Medical Devices and Implants","Engineering"
"National Preclinical Imaging Centre","Policy"
"National Advanced Drug Product Manufacturing Facility which will provide for batch and continuous processing of pharmaceutical powders into finalised drug products.","Engineering"
"Centre for In-Situ Characterisation of Advanced Materials (CISCAM): In-Situ Powder X-ray Diffraction Suite","Others"
"National X-Ray Research Laboratory","Policy"
"Flow Crystallisation for Advanced Pharmaceutical Manufacturing","Engineering"
"Engineers Ireland STEPS Programme - 2020 and 2021","Engineering"
"Voices for Vaccines","Biology"
"Quiet Science - Co-Creating ASD Appropriate STEM Outreach","Others"
"Invisible Light","Others"
"SciFest","Others"
"Rebel Yeast","Others"
"Science Foundation Ireland Science Zone at the Festival Village","Others"
"SOPHia: Science Outreach to Promote Physics to Female Students","Education"
"Investing In The Future - Science Capital Training","Education"
"Engaging Space","Others"
"Space, Surveyors and Students: STEM and Sustainable Development Goals (5*S)","Education"
"South-East STEM Hub and Cluster","Others"
"Citizens' Think-Ins: Engaging Irish Adults in STEM Dialogue and Discussion","Others"
"Im a Scientist Ireland and Im an Engineer Ireland","Engineering"
"Irish Sign Language STEM Glossary Project Phase 3","Others"
"CEIA - EDUCATION TO INDUSTRY","Education"
"Maths4all","Others"
"Curious Young Minds","Others"
"Sensational STEM - Sensory Friendly STEM for ASD Students","Education"
"Scientist-in-Training: spreading science through smartphones","Education"
"ReelLIFE SCIENCE Video Competition","Others"
"STEM Teacher Internship (STInt) Programme","Policy"
"Cell EXPLORERS Escape Room","Biology"
"LET'S FIND OUT SERIES 2","Others"
"Bright Club","Others"
"FameLab Ireland 2020","Others"
"The Science Behind The Circus","Others"
"ELI Community STEM Engagement through coding clubs, workshops and events","Education"
"STEM as Gaeilge agus Cant","Others"
"Pint of Science Ireland 2020 Festival","Others"
"Engineering NorthWest","Engineering"
"Generations of Learning, STEAM Ahead at South Dublin Libraries","Education"
"Advanced Manufacturing: 3D Printing & Teacher Training","Engineering"
"Music and Science: Quavers to Quadratics","Others"
"Starship Earth","Others"
"Little Big Questions.","Others"
"Activating the Energy Citizen on the Dingle Peninsula","Others"
"OurKidsCode: Delivering family creative computing workshops nationally","Technology"
"EIRSAT-1 Hub - Space for Engagement","Others"
"Peigi's Adventures in Science","Others"
"The Lonsdale Project","Others"
"Festival of Curiosity 2020 & 2021 - Inspiring Collaboration/Connecting Dublin","Others"
"VEX Robotics","Others"
"Pair Teaching in Coding for Primary School Teachers","Education"
"YES! (Youth Engineering Solutions)","Engineering"
"Career Mathways","Policy"
"Weave - interwoven culturally responsive computational thinking","Technology"
"EPSRC-SFI: Glycoconjugate tools for sensing endoglycosidase activity: a diagnostic sugar probe for heparinase","Others"
"3D Sensing for A Better World: Real Time Privacy Preserving Predicting Sensing","Technology"
"Artificial Intelligence combined with musculoskeletal models to infer athlete collision force from video","Mathematics"
"SmartAblate: A Disruptive Non-Surgical Treatment for Lung Cancer","Others"
"An A.I. based solution for enabling Custom Patient-Optimized 3D Printed Prosthetic Devices","Engineering"
"AI-4-LIFE: AI for Fetal Wellbeing","Others"
"A Novel Digital Biomarker for Diabetes Diagnosis","Technology"
"Development of an AI-powered risk stratification platform for Preeclampsia","Technology"
"The first Digital Biomarker in Female Reproductive Health  uncloaking Endometriosis and filling the Diagnostic Gap","Technology"
"Tracking Adaptation Progress in Agriculture and Food Security Using an AI-powered Satellite Remote Sensing Platform - TAPAS","Technology"
"Tracking Adaptation Progress in Agriculture and Food Security Using an AI-powered Satellite Remote Sensing Platform - TAPAS","Technology"
"pCCare (palliative Community Care)  Ethics by Design approach to specialist palliative care decision support and analytics in the community.","Engineering"
"Smart Marketplace for Reuse and Repair of Electrical and Electronic Equipment","Engineering"
"Fair AI:  Preventing Algorithmic Bias in Machine Learning","Technology"
"AI for Anti-Greenwashing","Others"
"AI for Anti-Greenwashing","Others"
"SMILE: Smart Mobility Initiative for Lower Emissions; Transforming mode selection through HMI, Machine Learning, Personalisation, Transport Engineering and Behavioural Science","Engineering"
"National Autonomous Pod Sharing Service (NAPSS) - Autonomous Roving Test Demonstration & Controlled Initial Deployment","Technology"
"Day-time radiative cooling for passive climate control.","Others"
"Day-time radiative cooling for passive climate control","Others"
"Creating a carbon neutral resilient dairy farm","Others"
"Carbon-Impact: Implementing Atmospheric CO2-Capture Technologies","Others"
"ElectroFuels in A Circular Economy (EFACE)","Others"
"C-MINUS: Low energy carbon capture devices to enable on-site carbon capture and net negative carbon technologies","Engineering"
"Closing the circuit - bringing lithium cobalt batteries into the circular economy","Technology"
"Closing the circuit - bringing lithium cobalt batteries into the circular economy","Technology"
